marker,group,x,density
CD161,c4,5.137,0.0
CD161,c4,5.1735,0.0
CD161,c4,5.21,0.0
CD161,c4,5.2466,0.0
CD161,c4,5.2831,0.0
CD161,c4,5.3196,0.0
CD161,c4,5.3562,0.0
CD161,c4,5.3927,0.0
CD161,c4,5.4292,0.0
CD161,c4,5.4658,0.0
CD161,c4,5.5023,0.0
CD161,c4,5.5388,0.0
CD161,c4,5.5753,0.0
CD161,c4,5.6119,0.0
CD161,c4,5.6484,0.0
CD161,c4,5.6849,0.0
CD161,c4,5.7215,0.0
CD161,c4,5.758,0.0
CD161,c4,5.7945,0.0
CD161,c4,5.8311,0.0
CD161,c4,5.8676,0.0
CD161,c4,5.9041,0.0
CD161,c4,5.9406,0.0
CD161,c4,5.9772,0.0
CD161,c4,6.0137,0.0
CD161,c4,6.0502,0.0
CD161,c4,6.0868,0.0
CD161,c4,6.1233,0.0
CD161,c4,6.1598,0.0
CD161,c4,6.1963,0.0
CD161,c4,6.2329,0.0
CD161,c4,6.2694,0.0
CD161,c4,6.3059,0.0
CD161,c4,6.3425,0.0
CD161,c4,6.379,0.0
CD161,c4,6.4155,0.0
CD161,c4,6.4521,0.0
CD161,c4,6.4886,0.0
CD161,c4,6.5251,0.0
CD161,c4,6.5616,0.0
CD161,c4,6.5982,0.0
CD161,c4,6.6347,0.0
CD161,c4,6.6712,0.0
CD161,c4,6.7078,0.0
CD161,c4,6.7443,0.0
CD161,c4,6.7808,0.0
CD161,c4,6.8174,0.0
CD161,c4,6.8539,0.0
CD161,c4,6.8904,0.0
CD161,c4,6.9269,0.0
CD161,c4,6.9635,0.0
CD161,c4,7.0,0.0
CD161,c5,-1.0,0.0
CD161,c5,-0.9635,0.0
CD161,c5,-0.9269,0.0
CD161,c5,-0.8904,0.0
CD161,c5,-0.8539,0.0
CD161,c5,-0.8174,0.0
CD161,c5,-0.7808,0.0
CD161,c5,-0.7443,0.0
CD161,c5,-0.7078,0.0
CD161,c5,-0.6712,0.0
CD161,c5,-0.6347,0.0
CD161,c5,-0.5982,0.0
CD161,c5,-0.5616,0.0
CD161,c5,-0.5251,0.0
CD161,c5,-0.4886,0.0
CD161,c5,-0.4521,0.0
CD161,c5,-0.4155,0.0
CD161,c5,-0.379,0.0
CD161,c5,-0.3425,0.0
CD161,c5,-0.3059,0.0
CD161,c5,-0.2694,0.0
CD161,c5,-0.2329,0.0
CD161,c5,-0.1963,0.0
CD161,c5,-0.1598,0.0
CD161,c5,-0.1233,0.0
CD161,c5,-0.0868,0.0
CD161,c5,-0.0502,1e-05
CD161,c5,-0.0137,1e-05
CD161,c5,0.0228,1e-05
CD161,c5,0.0594,2e-05
CD161,c5,0.0959,2e-05
CD161,c5,0.1324,3e-05
CD161,c5,0.1689,4e-05
CD161,c5,0.2055,6e-05
CD161,c5,0.242,8e-05
CD161,c5,0.2785,0.00011
CD161,c5,0.3151,0.00015
CD161,c5,0.3516,0.0002
CD161,c5,0.3881,0.00027
CD161,c5,0.4247,0.00037
CD161,c5,0.4612,0.00049
CD161,c5,0.4977,0.00065
CD161,c5,0.5342,0.00085
CD161,c5,0.5708,0.00112
CD161,c5,0.6073,0.00145
CD161,c5,0.6438,0.00189
CD161,c5,0.6804,0.00243
CD161,c5,0.7169,0.00312
CD161,c5,0.7534,0.00397
CD161,c5,0.79,0.00504
CD161,c5,0.8265,0.00636
CD161,c5,0.863,0.00799
CD161,c5,0.8995,0.00997
CD161,c5,0.9361,0.01238
CD161,c5,0.9726,0.01529
CD161,c5,1.0091,0.01879
CD161,c5,1.0457,0.02296
CD161,c5,1.0822,0.02791
CD161,c5,1.1187,0.03375
CD161,c5,1.1553,0.04059
CD161,c5,1.1918,0.04856
CD161,c5,1.2283,0.05778
CD161,c5,1.2648,0.06839
CD161,c5,1.3014,0.08051
CD161,c5,1.3379,0.09428
CD161,c5,1.3744,0.10982
CD161,c5,1.411,0.12723
CD161,c5,1.4475,0.14662
CD161,c5,1.484,0.16807
CD161,c5,1.5205,0.19162
CD161,c5,1.5571,0.21732
CD161,c5,1.5936,0.24515
CD161,c5,1.6301,0.27507
CD161,c5,1.6667,0.307
CD161,c5,1.7032,0.34082
CD161,c5,1.7397,0.37634
CD161,c5,1.7763,0.41336
CD161,c5,1.8128,0.45161
CD161,c5,1.8493,0.49078
CD161,c5,1.8858,0.5305
CD161,c5,1.9224,0.5704
CD161,c5,1.9589,0.61005
CD161,c5,1.9954,0.64901
CD161,c5,2.032,0.6868
CD161,c5,2.0685,0.72297
CD161,c5,2.105,0.75706
CD161,c5,2.1416,0.78861
CD161,c5,2.1781,0.81722
CD161,c5,2.2146,0.84251
CD161,c5,2.2511,0.86418
CD161,c5,2.2877,0.88197
CD161,c5,2.3242,0.8957
CD161,c5,2.3607,0.90529
CD161,c5,2.3973,0.91073
CD161,c5,2.4338,0.91213
CD161,c5,2.4703,0.90967
CD161,c5,2.5068,0.90364
CD161,c5,2.5434,0.8944
CD161,c5,2.5799,0.88241
CD161,c5,2.6164,0.86818
CD161,c5,2.653,0.85227
CD161,c5,2.6895,0.83527
CD161,c5,2.726,0.81778
CD161,c5,2.7626,0.80038
CD161,c5,2.7991,0.7836
CD161,c5,2.8356,0.76793
CD161,c5,2.8721,0.75374
CD161,c5,2.9087,0.7413
CD161,c5,2.9452,0.73078
CD161,c5,2.9817,0.72218
CD161,c5,3.0183,0.71539
CD161,c5,3.0548,0.71014
CD161,c5,3.0913,0.70608
CD161,c5,3.1279,0.70271
CD161,c5,3.1644,0.69948
CD161,c5,3.2009,0.69577
CD161,c5,3.2374,0.69096
CD161,c5,3.274,0.68443
CD161,c5,3.3105,0.67564
CD161,c5,3.347,0.66411
CD161,c5,3.3836,0.64947
CD161,c5,3.4201,0.6315
CD161,c5,3.4566,0.6101
CD161,c5,3.4932,0.58535
CD161,c5,3.5297,0.55744
CD161,c5,3.5662,0.52671
CD161,c5,3.6027,0.49361
CD161,c5,3.6393,0.45866
CD161,c5,3.6758,0.42246
CD161,c5,3.7123,0.38564
CD161,c5,3.7489,0.34881
CD161,c5,3.7854,0.31256
CD161,c5,3.8219,0.27744
CD161,c5,3.8584,0.24391
CD161,c5,3.895,0.21237
CD161,c5,3.9315,0.18311
CD161,c5,3.968,0.15634
CD161,c5,4.0046,0.13216
CD161,c5,4.0411,0.11062
CD161,c5,4.0776,0.09167
CD161,c5,4.1142,0.07521
CD161,c5,4.1507,0.06109
CD161,c5,4.1872,0.04912
CD161,c5,4.2237,0.0391
CD161,c5,4.2603,0.03081
CD161,c5,4.2968,0.02403
CD161,c5,4.3333,0.01856
CD161,c5,4.3699,0.01419
CD161,c5,4.4064,0.01073
CD161,c5,4.4429,0.00804
CD161,c5,4.4795,0.00596
CD161,c5,4.516,0.00438
CD161,c5,4.5525,0.00318
CD161,c5,4.589,0.00229
CD161,c5,4.6256,0.00163
CD161,c5,4.6621,0.00115
CD161,c5,4.6986,0.0008
CD161,c5,4.7352,0.00055
CD161,c5,4.7717,0.00038
CD161,c5,4.8082,0.00026
CD161,c5,4.8447,0.00017
CD161,c5,4.8813,0.00011
CD161,c5,4.9178,7e-05
CD161,c5,4.9543,5e-05
CD161,c5,4.9909,3e-05
CD161,c5,5.0274,2e-05
CD161,c5,5.0639,1e-05
CD161,c5,5.1005,1e-05
CD161,c5,5.137,0.0
CD161,c5,5.1735,0.0
CD161,c5,5.21,0.0
CD161,c5,5.2466,0.0
CD161,c5,5.2831,0.0
CD161,c5,5.3196,0.0
CD161,c5,5.3562,0.0
CD161,c5,5.3927,0.0
CD161,c5,5.4292,0.0
CD161,c5,5.4658,0.0
CD161,c5,5.5023,0.0
CD161,c5,5.5388,0.0
CD161,c5,5.5753,0.0
CD161,c5,5.6119,0.0
CD161,c5,5.6484,0.0
CD161,c5,5.6849,0.0
CD161,c5,5.7215,0.0
CD161,c5,5.758,0.0
CD161,c5,5.7945,0.0
CD161,c5,5.8311,0.0
CD161,c5,5.8676,0.0
CD161,c5,5.9041,0.0
CD161,c5,5.9406,0.0
CD161,c5,5.9772,0.0
CD161,c5,6.0137,0.0
CD161,c5,6.0502,0.0
CD161,c5,6.0868,0.0
CD161,c5,6.1233,0.0
CD161,c5,6.1598,0.0
CD161,c5,6.1963,0.0
CD161,c5,6.2329,0.0
CD161,c5,6.2694,0.0
CD161,c5,6.3059,0.0
CD161,c5,6.3425,0.0
CD161,c5,6.379,0.0
CD161,c5,6.4155,0.0
CD161,c5,6.4521,0.0
CD161,c5,6.4886,0.0
CD161,c5,6.5251,0.0
CD161,c5,6.5616,0.0
CD161,c5,6.5982,0.0
CD161,c5,6.6347,0.0
CD161,c5,6.6712,0.0
CD161,c5,6.7078,0.0
CD161,c5,6.7443,0.0
CD161,c5,6.7808,0.0
CD161,c5,6.8174,0.0
CD161,c5,6.8539,0.0
CD161,c5,6.8904,0.0
CD161,c5,6.9269,0.0
CD161,c5,6.9635,0.0
CD161,c5,7.0,0.0
CD161,c6,-1.0,0.00017
CD161,c6,-0.9635,0.00023
CD161,c6,-0.9269,0.00032
CD161,c6,-0.8904,0.00043
CD161,c6,-0.8539,0.00059
CD161,c6,-0.8174,0.00079
CD161,c6,-0.7808,0.00105
CD161,c6,-0.7443,0.00139
CD161,c6,-0.7078,0.00184
CD161,c6,-0.6712,0.00242
CD161,c6,-0.6347,0.00316
CD161,c6,-0.5982,0.0041
CD161,c6,-0.5616,0.00529
CD161,c6,-0.5251,0.00678
CD161,c6,-0.4886,0.00864
CD161,c6,-0.4521,0.01093
CD161,c6,-0.4155,0.01375
CD161,c6,-0.379,0.01719
CD161,c6,-0.3425,0.02134
CD161,c6,-0.3059,0.02632
CD161,c6,-0.2694,0.03226
CD161,c6,-0.2329,0.03927
CD161,c6,-0.1963,0.0475
CD161,c6,-0.1598,0.05707
CD161,c6,-0.1233,0.06811
CD161,c6,-0.0868,0.08076
CD161,c6,-0.0502,0.09511
CD161,c6,-0.0137,0.11128
CD161,c6,0.0228,0.12934
CD161,c6,0.0594,0.14932
CD161,c6,0.0959,0.17126
CD161,c6,0.1324,0.19513
CD161,c6,0.1689,0.22085
CD161,c6,0.2055,0.24832
CD161,c6,0.242,0.27738
CD161,c6,0.2785,0.30782
CD161,c6,0.3151,0.33938
CD161,c6,0.3516,0.37175
CD161,c6,0.3881,0.4046
CD161,c6,0.4247,0.43754
CD161,c6,0.4612,0.47017
CD161,c6,0.4977,0.50208
CD161,c6,0.5342,0.53285
CD161,c6,0.5708,0.56205
CD161,c6,0.6073,0.5893
CD161,c6,0.6438,0.61425
CD161,c6,0.6804,0.63658
CD161,c6,0.7169,0.65604
CD161,c6,0.7534,0.67243
CD161,c6,0.79,0.68565
CD161,c6,0.8265,0.69566
CD161,c6,0.863,0.70248
CD161,c6,0.8995,0.70625
CD161,c6,0.9361,0.70715
CD161,c6,0.9726,0.70543
CD161,c6,1.0091,0.7014
CD161,c6,1.0457,0.69544
CD161,c6,1.0822,0.68793
CD161,c6,1.1187,0.67929
CD161,c6,1.1553,0.66993
CD161,c6,1.1918,0.66029
CD161,c6,1.2283,0.65076
CD161,c6,1.2648,0.6417
CD161,c6,1.3014,0.63345
CD161,c6,1.3379,0.6263
CD161,c6,1.3744,0.62047
CD161,c6,1.411,0.61614
CD161,c6,1.4475,0.61342
CD161,c6,1.484,0.61238
CD161,c6,1.5205,0.61301
CD161,c6,1.5571,0.61526
CD161,c6,1.5936,0.61904
CD161,c6,1.6301,0.62422
CD161,c6,1.6667,0.63061
CD161,c6,1.7032,0.63802
CD161,c6,1.7397,0.64622
CD161,c6,1.7763,0.65499
CD161,c6,1.8128,0.66407
CD161,c6,1.8493,0.67323
CD161,c6,1.8858,0.68223
CD161,c6,1.9224,0.69083
CD161,c6,1.9589,0.69882
CD161,c6,1.9954,0.70599
CD161,c6,2.032,0.71217
CD161,c6,2.0685,0.71718
CD161,c6,2.105,0.72089
CD161,c6,2.1416,0.72319
CD161,c6,2.1781,0.72397
CD161,c6,2.2146,0.72315
CD161,c6,2.2511,0.72071
CD161,c6,2.2877,0.71659
CD161,c6,2.3242,0.7108
CD161,c6,2.3607,0.70336
CD161,c6,2.3973,0.69428
CD161,c6,2.4338,0.68361
CD161,c6,2.4703,0.67143
CD161,c6,2.5068,0.65781
CD161,c6,2.5434,0.64283
CD161,c6,2.5799,0.6266
CD161,c6,2.6164,0.60922
CD161,c6,2.653,0.59081
CD161,c6,2.6895,0.57149
CD161,c6,2.726,0.55139
CD161,c6,2.7626,0.53063
CD161,c6,2.7991,0.50934
CD161,c6,2.8356,0.48766
CD161,c6,2.8721,0.46569
CD161,c6,2.9087,0.44358
CD161,c6,2.9452,0.42142
CD161,c6,2.9817,0.39935
CD161,c6,3.0183,0.37746
CD161,c6,3.0548,0.35585
CD161,c6,3.0913,0.33462
CD161,c6,3.1279,0.31384
CD161,c6,3.1644,0.2936
CD161,c6,3.2009,0.27396
CD161,c6,3.2374,0.25497
CD161,c6,3.274,0.2367
CD161,c6,3.3105,0.21916
CD161,c6,3.347,0.2024
CD161,c6,3.3836,0.18645
CD161,c6,3.4201,0.17131
CD161,c6,3.4566,0.15699
CD161,c6,3.4932,0.1435
CD161,c6,3.5297,0.13084
CD161,c6,3.5662,0.11898
CD161,c6,3.6027,0.10792
CD161,c6,3.6393,0.09764
CD161,c6,3.6758,0.08811
CD161,c6,3.7123,0.0793
CD161,c6,3.7489,0.0712
CD161,c6,3.7854,0.06375
CD161,c6,3.8219,0.05694
CD161,c6,3.8584,0.05073
CD161,c6,3.895,0.04507
CD161,c6,3.9315,0.03995
CD161,c6,3.968,0.03531
CD161,c6,4.0046,0.03114
CD161,c6,4.0411,0.02738
CD161,c6,4.0776,0.02402
CD161,c6,4.1142,0.02102
CD161,c6,4.1507,0.01834
CD161,c6,4.1872,0.01596
CD161,c6,4.2237,0.01386
CD161,c6,4.2603,0.012
CD161,c6,4.2968,0.01037
CD161,c6,4.3333,0.00893
CD161,c6,4.3699,0.00768
CD161,c6,4.4064,0.00658
CD161,c6,4.4429,0.00562
CD161,c6,4.4795,0.0048
CD161,c6,4.516,0.00408
CD161,c6,4.5525,0.00346
CD161,c6,4.589,0.00293
CD161,c6,4.6256,0.00247
CD161,c6,4.6621,0.00208
CD161,c6,4.6986,0.00175
CD161,c6,4.7352,0.00146
CD161,c6,4.7717,0.00122
CD161,c6,4.8082,0.00102
CD161,c6,4.8447,0.00085
CD161,c6,4.8813,0.0007
CD161,c6,4.9178,0.00058
CD161,c6,4.9543,0.00048
CD161,c6,4.9909,0.00039
CD161,c6,5.0274,0.00032
CD161,c6,5.0639,0.00026
CD161,c6,5.1005,0.00022
CD161,c6,5.137,0.00018
CD161,c6,5.1735,0.00014
CD161,c6,5.21,0.00012
CD161,c6,5.2466,9e-05
CD161,c6,5.2831,8e-05
CD161,c6,5.3196,6e-05
CD161,c6,5.3562,5e-05
CD161,c6,5.3927,4e-05
CD161,c6,5.4292,3e-05
CD161,c6,5.4658,2e-05
CD161,c6,5.5023,2e-05
CD161,c6,5.5388,2e-05
CD161,c6,5.5753,1e-05
CD161,c6,5.6119,1e-05
CD161,c6,5.6484,1e-05
CD161,c6,5.6849,1e-05
CD161,c6,5.7215,0.0
CD161,c6,5.758,0.0
CD161,c6,5.7945,0.0
CD161,c6,5.8311,0.0
CD161,c6,5.8676,0.0
CD161,c6,5.9041,0.0
CD161,c6,5.9406,0.0
CD161,c6,5.9772,0.0
CD161,c6,6.0137,0.0
CD161,c6,6.0502,0.0
CD161,c6,6.0868,0.0
CD161,c6,6.1233,0.0
CD161,c6,6.1598,0.0
CD161,c6,6.1963,0.0
CD161,c6,6.2329,0.0
CD161,c6,6.2694,0.0
CD161,c6,6.3059,0.0
CD161,c6,6.3425,0.0
CD161,c6,6.379,0.0
CD161,c6,6.4155,0.0
CD161,c6,6.4521,0.0
CD161,c6,6.4886,0.0
CD161,c6,6.5251,0.0
CD161,c6,6.5616,0.0
CD161,c6,6.5982,0.0
CD161,c6,6.6347,0.0
CD161,c6,6.6712,0.0
CD161,c6,6.7078,0.0
CD161,c6,6.7443,0.0
CD161,c6,6.7808,0.0
CD161,c6,6.8174,0.0
CD161,c6,6.8539,0.0
CD161,c6,6.8904,0.0
CD161,c6,6.9269,0.0
CD161,c6,6.9635,0.0
CD161,c6,7.0,0.0
CD161,c7,-1.0,0.00329
CD161,c7,-0.9635,0.00369
CD161,c7,-0.9269,0.00414
CD161,c7,-0.8904,0.00464
CD161,c7,-0.8539,0.00519
CD161,c7,-0.8174,0.0058
CD161,c7,-0.7808,0.00647
CD161,c7,-0.7443,0.00721
CD161,c7,-0.7078,0.00802
CD161,c7,-0.6712,0.00892
CD161,c7,-0.6347,0.0099
CD161,c7,-0.5982,0.01097
CD161,c7,-0.5616,0.01214
CD161,c7,-0.5251,0.01342
CD161,c7,-0.4886,0.01482
CD161,c7,-0.4521,0.01633
CD161,c7,-0.4155,0.01798
CD161,c7,-0.379,0.01977
CD161,c7,-0.3425,0.02171
CD161,c7,-0.3059,0.02381
CD161,c7,-0.2694,0.02607
CD161,c7,-0.2329,0.02852
CD161,c7,-0.1963,0.03115
CD161,c7,-0.1598,0.03397
CD161,c7,-0.1233,0.03701
CD161,c7,-0.0868,0.04026
CD161,c7,-0.0502,0.04374
CD161,c7,-0.0137,0.04745
CD161,c7,0.0228,0.05141
CD161,c7,0.0594,0.05563
CD161,c7,0.0959,0.06012
CD161,c7,0.1324,0.06488
CD161,c7,0.1689,0.06992
CD161,c7,0.2055,0.07525
CD161,c7,0.242,0.08089
CD161,c7,0.2785,0.08683
CD161,c7,0.3151,0.09308
CD161,c7,0.3516,0.09965
CD161,c7,0.3881,0.10654
CD161,c7,0.4247,0.11375
CD161,c7,0.4612,0.12129
CD161,c7,0.4977,0.12916
CD161,c7,0.5342,0.13735
CD161,c7,0.5708,0.14587
CD161,c7,0.6073,0.15472
CD161,c7,0.6438,0.16388
CD161,c7,0.6804,0.17335
CD161,c7,0.7169,0.18312
CD161,c7,0.7534,0.19319
CD161,c7,0.79,0.20354
CD161,c7,0.8265,0.21416
CD161,c7,0.863,0.22503
CD161,c7,0.8995,0.23614
CD161,c7,0.9361,0.24748
CD161,c7,0.9726,0.25901
CD161,c7,1.0091,0.27072
CD161,c7,1.0457,0.28259
CD161,c7,1.0822,0.29459
CD161,c7,1.1187,0.3067
CD161,c7,1.1553,0.31889
CD161,c7,1.1918,0.33114
CD161,c7,1.2283,0.34341
CD161,c7,1.2648,0.35568
CD161,c7,1.3014,0.36793
CD161,c7,1.3379,0.38011
CD161,c7,1.3744,0.39222
CD161,c7,1.411,0.40422
CD161,c7,1.4475,0.41609
CD161,c7,1.484,0.4278
CD161,c7,1.5205,0.43935
CD161,c7,1.5571,0.45071
CD161,c7,1.5936,0.46186
CD161,c7,1.6301,0.47282
CD161,c7,1.6667,0.48356
CD161,c7,1.7032,0.49409
CD161,c7,1.7397,0.50441
CD161,c7,1.7763,0.51455
CD161,c7,1.8128,0.52452
CD161,c7,1.8493,0.53434
CD161,c7,1.8858,0.54403
CD161,c7,1.9224,0.55365
CD161,c7,1.9589,0.56322
CD161,c7,1.9954,0.57279
CD161,c7,2.032,0.58241
CD161,c7,2.0685,0.59213
CD161,c7,2.105,0.60199
CD161,c7,2.1416,0.61205
CD161,c7,2.1781,0.62237
CD161,c7,2.2146,0.63297
CD161,c7,2.2511,0.64389
CD161,c7,2.2877,0.65518
CD161,c7,2.3242,0.66684
CD161,c7,2.3607,0.67887
CD161,c7,2.3973,0.69128
CD161,c7,2.4338,0.70403
CD161,c7,2.4703,0.71708
CD161,c7,2.5068,0.73036
CD161,c7,2.5434,0.7438
CD161,c7,2.5799,0.75728
CD161,c7,2.6164,0.77069
CD161,c7,2.653,0.78389
CD161,c7,2.6895,0.79671
CD161,c7,2.726,0.80897
CD161,c7,2.7626,0.8205
CD161,c7,2.7991,0.83109
CD161,c7,2.8356,0.84055
CD161,c7,2.8721,0.84867
CD161,c7,2.9087,0.85525
CD161,c7,2.9452,0.86009
CD161,c7,2.9817,0.86303
CD161,c7,3.0183,0.8639
CD161,c7,3.0548,0.86256
CD161,c7,3.0913,0.8589
CD161,c7,3.1279,0.85283
CD161,c7,3.1644,0.8443
CD161,c7,3.2009,0.83329
CD161,c7,3.2374,0.81981
CD161,c7,3.274,0.80393
CD161,c7,3.3105,0.78571
CD161,c7,3.347,0.76529
CD161,c7,3.3836,0.74281
CD161,c7,3.4201,0.71845
CD161,c7,3.4566,0.6924
CD161,c7,3.4932,0.6649
CD161,c7,3.5297,0.63618
CD161,c7,3.5662,0.60648
CD161,c7,3.6027,0.57607
CD161,c7,3.6393,0.54518
CD161,c7,3.6758,0.51409
CD161,c7,3.7123,0.48301
CD161,c7,3.7489,0.45219
CD161,c7,3.7854,0.42185
CD161,c7,3.8219,0.39216
CD161,c7,3.8584,0.36332
CD161,c7,3.895,0.33546
CD161,c7,3.9315,0.30873
CD161,c7,3.968,0.28321
CD161,c7,4.0046,0.259
CD161,c7,4.0411,0.23616
CD161,c7,4.0776,0.21471
CD161,c7,4.1142,0.19468
CD161,c7,4.1507,0.17606
CD161,c7,4.1872,0.15883
CD161,c7,4.2237,0.14296
CD161,c7,4.2603,0.12841
CD161,c7,4.2968,0.11511
CD161,c7,4.3333,0.10301
CD161,c7,4.3699,0.09204
CD161,c7,4.4064,0.08212
CD161,c7,4.4429,0.07319
CD161,c7,4.4795,0.06516
CD161,c7,4.516,0.05797
CD161,c7,4.5525,0.05154
CD161,c7,4.589,0.0458
CD161,c7,4.6256,0.04069
CD161,c7,4.6621,0.03615
CD161,c7,4.6986,0.03211
CD161,c7,4.7352,0.02852
CD161,c7,4.7717,0.02534
CD161,c7,4.8082,0.02252
CD161,c7,4.8447,0.02001
CD161,c7,4.8813,0.01779
CD161,c7,4.9178,0.01582
CD161,c7,4.9543,0.01408
CD161,c7,4.9909,0.01252
CD161,c7,5.0274,0.01114
CD161,c7,5.0639,0.00992
CD161,c7,5.1005,0.00882
CD161,c7,5.137,0.00785
CD161,c7,5.1735,0.00699
CD161,c7,5.21,0.00621
CD161,c7,5.2466,0.00552
CD161,c7,5.2831,0.00491
CD161,c7,5.3196,0.00436
CD161,c7,5.3562,0.00387
CD161,c7,5.3927,0.00343
CD161,c7,5.4292,0.00304
CD161,c7,5.4658,0.0027
CD161,c7,5.5023,0.00238
CD161,c7,5.5388,0.00211
CD161,c7,5.5753,0.00186
CD161,c7,5.6119,0.00164
CD161,c7,5.6484,0.00145
CD161,c7,5.6849,0.00127
CD161,c7,5.7215,0.00112
CD161,c7,5.758,0.00098
CD161,c7,5.7945,0.00086
CD161,c7,5.8311,0.00076
CD161,c7,5.8676,0.00066
CD161,c7,5.9041,0.00058
CD161,c7,5.9406,0.0005
CD161,c7,5.9772,0.00044
CD161,c7,6.0137,0.00038
CD161,c7,6.0502,0.00033
CD161,c7,6.0868,0.00029
CD161,c7,6.1233,0.00025
CD161,c7,6.1598,0.00022
CD161,c7,6.1963,0.00019
CD161,c7,6.2329,0.00016
CD161,c7,6.2694,0.00014
CD161,c7,6.3059,0.00012
CD161,c7,6.3425,0.0001
CD161,c7,6.379,9e-05
CD161,c7,6.4155,8e-05
CD161,c7,6.4521,7e-05
CD161,c7,6.4886,6e-05
CD161,c7,6.5251,5e-05
CD161,c7,6.5616,4e-05
CD161,c7,6.5982,3e-05
CD161,c7,6.6347,3e-05
CD161,c7,6.6712,3e-05
CD161,c7,6.7078,2e-05
CD161,c7,6.7443,2e-05
CD161,c7,6.7808,2e-05
CD161,c7,6.8174,1e-05
CD161,c7,6.8539,1e-05
CD161,c7,6.8904,1e-05
CD161,c7,6.9269,1e-05
CD161,c7,6.9635,1e-05
CD161,c7,7.0,1e-05
CD161,c8,-1.0,0.0008
CD161,c8,-0.9635,0.00093
CD161,c8,-0.9269,0.00108
CD161,c8,-0.8904,0.00125
CD161,c8,-0.8539,0.00145
CD161,c8,-0.8174,0.00168
CD161,c8,-0.7808,0.00194
CD161,c8,-0.7443,0.00224
CD161,c8,-0.7078,0.00258
CD161,c8,-0.6712,0.00296
CD161,c8,-0.6347,0.0034
CD161,c8,-0.5982,0.00389
CD161,c8,-0.5616,0.00445
CD161,c8,-0.5251,0.00508
CD161,c8,-0.4886,0.0058
CD161,c8,-0.4521,0.0066
CD161,c8,-0.4155,0.0075
CD161,c8,-0.379,0.0085
CD161,c8,-0.3425,0.00963
CD161,c8,-0.3059,0.01089
CD161,c8,-0.2694,0.01229
CD161,c8,-0.2329,0.01386
CD161,c8,-0.1963,0.01559
CD161,c8,-0.1598,0.01751
CD161,c8,-0.1233,0.01964
CD161,c8,-0.0868,0.02199
CD161,c8,-0.0502,0.02458
CD161,c8,-0.0137,0.02743
CD161,c8,0.0228,0.03055
CD161,c8,0.0594,0.03398
CD161,c8,0.0959,0.03774
CD161,c8,0.1324,0.04183
CD161,c8,0.1689,0.0463
CD161,c8,0.2055,0.05116
CD161,c8,0.242,0.05644
CD161,c8,0.2785,0.06215
CD161,c8,0.3151,0.06834
CD161,c8,0.3516,0.07501
CD161,c8,0.3881,0.08221
CD161,c8,0.4247,0.08994
CD161,c8,0.4612,0.09824
CD161,c8,0.4977,0.10713
CD161,c8,0.5342,0.11663
CD161,c8,0.5708,0.12676
CD161,c8,0.6073,0.13755
CD161,c8,0.6438,0.14901
CD161,c8,0.6804,0.16115
CD161,c8,0.7169,0.17401
CD161,c8,0.7534,0.18757
CD161,c8,0.79,0.20187
CD161,c8,0.8265,0.21689
CD161,c8,0.863,0.23265
CD161,c8,0.8995,0.24914
CD161,c8,0.9361,0.26636
CD161,c8,0.9726,0.28431
CD161,c8,1.0091,0.30296
CD161,c8,1.0457,0.32231
CD161,c8,1.0822,0.34233
CD161,c8,1.1187,0.36299
CD161,c8,1.1553,0.38427
CD161,c8,1.1918,0.40612
CD161,c8,1.2283,0.42851
CD161,c8,1.2648,0.45139
CD161,c8,1.3014,0.47471
CD161,c8,1.3379,0.49841
CD161,c8,1.3744,0.52243
CD161,c8,1.411,0.54671
CD161,c8,1.4475,0.57118
CD161,c8,1.484,0.59576
CD161,c8,1.5205,0.62038
CD161,c8,1.5571,0.64494
CD161,c8,1.5936,0.66938
CD161,c8,1.6301,0.6936
CD161,c8,1.6667,0.71751
CD161,c8,1.7032,0.74103
CD161,c8,1.7397,0.76406
CD161,c8,1.7763,0.7865
CD161,c8,1.8128,0.80828
CD161,c8,1.8493,0.82928
CD161,c8,1.8858,0.84944
CD161,c8,1.9224,0.86865
CD161,c8,1.9589,0.88683
CD161,c8,1.9954,0.9039
CD161,c8,2.032,0.91979
CD161,c8,2.0685,0.93441
CD161,c8,2.105,0.94771
CD161,c8,2.1416,0.95961
CD161,c8,2.1781,0.97006
CD161,c8,2.2146,0.97901
CD161,c8,2.2511,0.98641
CD161,c8,2.2877,0.99224
CD161,c8,2.3242,0.99646
CD161,c8,2.3607,0.99905
CD161,c8,2.3973,1.0
CD161,c8,2.4338,0.9993
CD161,c8,2.4703,0.99695
CD161,c8,2.5068,0.99298
CD161,c8,2.5434,0.98739
CD161,c8,2.5799,0.98022
CD161,c8,2.6164,0.9715
CD161,c8,2.653,0.96127
CD161,c8,2.6895,0.94958
CD161,c8,2.726,0.93649
CD161,c8,2.7626,0.92206
CD161,c8,2.7991,0.90636
CD161,c8,2.8356,0.88946
CD161,c8,2.8721,0.87144
CD161,c8,2.9087,0.85238
CD161,c8,2.9452,0.83236
CD161,c8,2.9817,0.81148
CD161,c8,3.0183,0.78981
CD161,c8,3.0548,0.76746
CD161,c8,3.0913,0.74452
CD161,c8,3.1279,0.72107
CD161,c8,3.1644,0.69721
CD161,c8,3.2009,0.67303
CD161,c8,3.2374,0.64862
CD161,c8,3.274,0.62407
CD161,c8,3.3105,0.59945
