marker,group,condition,x,density
IFN-γ,ILC2,−,3.9196,0.0
IFN-γ,ILC2,−,3.9507,0.0
IFN-γ,ILC2,−,3.9817,0.0
IFN-γ,ILC2,−,4.0128,0.0
IFN-γ,ILC2,−,4.0438,0.0
IFN-γ,ILC2,−,4.0749,0.0
IFN-γ,ILC2,−,4.1059,0.0
IFN-γ,ILC2,−,4.137,0.0
IFN-γ,ILC2,−,4.168,0.0
IFN-γ,ILC2,−,4.1991,0.0
IFN-γ,ILC2,−,4.2301,0.0
IFN-γ,ILC2,−,4.2612,0.0
IFN-γ,ILC2,−,4.2922,0.0
IFN-γ,ILC2,−,4.3233,0.0
IFN-γ,ILC2,−,4.3543,0.0
IFN-γ,ILC2,−,4.3854,0.0
IFN-γ,ILC2,−,4.4164,0.0
IFN-γ,ILC2,−,4.4475,0.0
IFN-γ,ILC2,−,4.4785,0.0
IFN-γ,ILC2,−,4.5096,0.0
IFN-γ,ILC2,−,4.5406,0.0
IFN-γ,ILC2,−,4.5717,0.0
IFN-γ,ILC2,−,4.6027,0.0
IFN-γ,ILC2,−,4.6338,0.0
IFN-γ,ILC2,−,4.6648,0.0
IFN-γ,ILC2,−,4.6959,0.0
IFN-γ,ILC2,−,4.7269,0.0
IFN-γ,ILC2,−,4.758,0.0
IFN-γ,ILC2,−,4.789,0.0
IFN-γ,ILC2,−,4.8201,0.0
IFN-γ,ILC2,−,4.8511,0.0
IFN-γ,ILC2,−,4.8822,0.0
IFN-γ,ILC2,−,4.9132,0.0
IFN-γ,ILC2,−,4.9443,0.0
IFN-γ,ILC2,−,4.9753,0.0
IFN-γ,ILC2,−,5.0064,0.0
IFN-γ,ILC2,−,5.0374,0.0
IFN-γ,ILC2,−,5.0685,0.0
IFN-γ,ILC2,−,5.0995,0.0
IFN-γ,ILC2,−,5.1306,0.0
IFN-γ,ILC2,−,5.1616,0.0
IFN-γ,ILC2,−,5.1927,0.0
IFN-γ,ILC2,−,5.2237,0.0
IFN-γ,ILC2,−,5.2548,0.0
IFN-γ,ILC2,−,5.2858,0.0
IFN-γ,ILC2,−,5.3169,0.0
IFN-γ,ILC2,−,5.3479,0.0
IFN-γ,ILC2,−,5.379,0.0
IFN-γ,ILC2,−,5.41,0.0
IFN-γ,ILC2,−,5.4411,0.0
IFN-γ,ILC2,−,5.4721,0.0
IFN-γ,ILC2,−,5.5032,0.0
IFN-γ,ILC2,−,5.5342,0.0
IFN-γ,ILC2,−,5.5653,0.0
IFN-γ,ILC2,−,5.5963,0.0
IFN-γ,ILC2,−,5.6274,0.0
IFN-γ,ILC2,−,5.6584,0.0
IFN-γ,ILC2,−,5.6895,0.0
IFN-γ,ILC2,−,5.7205,0.0
IFN-γ,ILC2,−,5.7516,0.0
IFN-γ,ILC2,−,5.7826,0.0
IFN-γ,ILC2,−,5.8137,0.0
IFN-γ,ILC2,−,5.8447,0.0
IFN-γ,ILC2,−,5.8758,0.0
IFN-γ,ILC2,−,5.9068,0.0
IFN-γ,ILC2,−,5.9379,0.0
IFN-γ,ILC2,−,5.9689,0.0
IFN-γ,ILC2,−,6.0,0.0
IFN-γ,ILC2,+,-0.8,0.0
IFN-γ,ILC2,+,-0.7689,0.0
IFN-γ,ILC2,+,-0.7379,0.0
IFN-γ,ILC2,+,-0.7068,0.0
IFN-γ,ILC2,+,-0.6758,0.0
IFN-γ,ILC2,+,-0.6447,0.0
IFN-γ,ILC2,+,-0.6137,0.0
IFN-γ,ILC2,+,-0.5826,0.0
IFN-γ,ILC2,+,-0.5516,0.0
IFN-γ,ILC2,+,-0.5205,0.0
IFN-γ,ILC2,+,-0.4895,0.0
IFN-γ,ILC2,+,-0.4584,0.0
IFN-γ,ILC2,+,-0.4274,0.0
IFN-γ,ILC2,+,-0.3963,0.0
IFN-γ,ILC2,+,-0.3653,0.0
IFN-γ,ILC2,+,-0.3342,0.0
IFN-γ,ILC2,+,-0.3032,0.0
IFN-γ,ILC2,+,-0.2721,0.0
IFN-γ,ILC2,+,-0.2411,0.0
IFN-γ,ILC2,+,-0.21,0.0
IFN-γ,ILC2,+,-0.179,0.0
IFN-γ,ILC2,+,-0.1479,0.0
IFN-γ,ILC2,+,-0.1169,0.0
IFN-γ,ILC2,+,-0.0858,0.0
IFN-γ,ILC2,+,-0.0548,1e-05
IFN-γ,ILC2,+,-0.0237,1e-05
IFN-γ,ILC2,+,0.0073,1e-05
IFN-γ,ILC2,+,0.0384,2e-05
IFN-γ,ILC2,+,0.0694,3e-05
IFN-γ,ILC2,+,0.1005,5e-05
IFN-γ,ILC2,+,0.1315,8e-05
IFN-γ,ILC2,+,0.1626,0.00012
IFN-γ,ILC2,+,0.1936,0.00018
IFN-γ,ILC2,+,0.2247,0.00026
IFN-γ,ILC2,+,0.2557,0.00039
IFN-γ,ILC2,+,0.2868,0.00056
IFN-γ,ILC2,+,0.3178,0.00081
IFN-γ,ILC2,+,0.3489,0.00115
IFN-γ,ILC2,+,0.3799,0.00161
IFN-γ,ILC2,+,0.411,0.00224
IFN-γ,ILC2,+,0.442,0.00308
IFN-γ,ILC2,+,0.4731,0.00418
IFN-γ,ILC2,+,0.5041,0.00563
IFN-γ,ILC2,+,0.5352,0.0075
IFN-γ,ILC2,+,0.5662,0.00988
IFN-γ,ILC2,+,0.5973,0.01288
IFN-γ,ILC2,+,0.6283,0.01661
IFN-γ,ILC2,+,0.6594,0.0212
IFN-γ,ILC2,+,0.6904,0.02676
IFN-γ,ILC2,+,0.7215,0.03342
IFN-γ,ILC2,+,0.7525,0.04129
IFN-γ,ILC2,+,0.7836,0.05047
IFN-γ,ILC2,+,0.8146,0.06103
IFN-γ,ILC2,+,0.8457,0.07303
IFN-γ,ILC2,+,0.8767,0.08644
IFN-γ,ILC2,+,0.9078,0.10124
IFN-γ,ILC2,+,0.9388,0.1173
IFN-γ,ILC2,+,0.9699,0.13447
IFN-γ,ILC2,+,1.0009,0.15252
IFN-γ,ILC2,+,1.032,0.17114
IFN-γ,ILC2,+,1.063,0.19001
IFN-γ,ILC2,+,1.0941,0.20873
IFN-γ,ILC2,+,1.1251,0.22688
IFN-γ,ILC2,+,1.1562,0.244
IFN-γ,ILC2,+,1.1872,0.25967
IFN-γ,ILC2,+,1.2183,0.27347
IFN-γ,ILC2,+,1.2493,0.28502
IFN-γ,ILC2,+,1.2804,0.29403
IFN-γ,ILC2,+,1.3114,0.30027
IFN-γ,ILC2,+,1.3425,0.30361
IFN-γ,ILC2,+,1.3735,0.30403
IFN-γ,ILC2,+,1.4046,0.30163
IFN-γ,ILC2,+,1.4356,0.29661
IFN-γ,ILC2,+,1.4667,0.28926
IFN-γ,ILC2,+,1.4977,0.27998
IFN-γ,ILC2,+,1.5288,0.26924
IFN-γ,ILC2,+,1.5598,0.25753
IFN-γ,ILC2,+,1.5909,0.24541
IFN-γ,ILC2,+,1.6219,0.23339
IFN-γ,ILC2,+,1.653,0.222
IFN-γ,ILC2,+,1.684,0.21169
IFN-γ,ILC2,+,1.7151,0.20285
IFN-γ,ILC2,+,1.7461,0.19577
IFN-γ,ILC2,+,1.7772,0.19068
IFN-γ,ILC2,+,1.8082,0.18765
IFN-γ,ILC2,+,1.8393,0.18668
IFN-γ,ILC2,+,1.8703,0.18765
IFN-γ,ILC2,+,1.9014,0.19036
IFN-γ,ILC2,+,1.9324,0.1945
IFN-γ,ILC2,+,1.9635,0.19972
IFN-γ,ILC2,+,1.9945,0.2056
IFN-γ,ILC2,+,2.0256,0.21172
IFN-γ,ILC2,+,2.0566,0.21764
IFN-γ,ILC2,+,2.0877,0.22295
IFN-γ,ILC2,+,2.1187,0.22727
IFN-γ,ILC2,+,2.1498,0.23029
IFN-γ,ILC2,+,2.1808,0.23174
IFN-γ,ILC2,+,2.2119,0.23147
IFN-γ,ILC2,+,2.2429,0.22939
IFN-γ,ILC2,+,2.274,0.22551
IFN-γ,ILC2,+,2.305,0.21992
IFN-γ,ILC2,+,2.3361,0.21276
IFN-γ,ILC2,+,2.3671,0.20427
IFN-γ,ILC2,+,2.3982,0.19471
IFN-γ,ILC2,+,2.4292,0.18438
IFN-γ,ILC2,+,2.4603,0.17359
IFN-γ,ILC2,+,2.4913,0.16265
IFN-γ,ILC2,+,2.5224,0.15185
IFN-γ,ILC2,+,2.5534,0.14146
IFN-γ,ILC2,+,2.5845,0.13171
IFN-γ,ILC2,+,2.6155,0.12276
IFN-γ,ILC2,+,2.6466,0.11476
IFN-γ,ILC2,+,2.6776,0.10777
IFN-γ,ILC2,+,2.7087,0.10184
IFN-γ,ILC2,+,2.7397,0.09694
IFN-γ,ILC2,+,2.7708,0.09303
IFN-γ,ILC2,+,2.8018,0.09001
IFN-γ,ILC2,+,2.8329,0.08778
IFN-γ,ILC2,+,2.8639,0.08622
IFN-γ,ILC2,+,2.895,0.08519
IFN-γ,ILC2,+,2.926,0.08455
IFN-γ,ILC2,+,2.9571,0.08416
IFN-γ,ILC2,+,2.9881,0.08391
IFN-γ,ILC2,+,3.0192,0.08367
IFN-γ,ILC2,+,3.0502,0.08335
IFN-γ,ILC2,+,3.0813,0.08285
IFN-γ,ILC2,+,3.1123,0.08212
IFN-γ,ILC2,+,3.1434,0.0811
IFN-γ,ILC2,+,3.1744,0.07975
IFN-γ,ILC2,+,3.2055,0.07807
IFN-γ,ILC2,+,3.2365,0.07604
IFN-γ,ILC2,+,3.2676,0.07367
IFN-γ,ILC2,+,3.2986,0.07099
IFN-γ,ILC2,+,3.3297,0.06802
IFN-γ,ILC2,+,3.3607,0.06481
IFN-γ,ILC2,+,3.3918,0.06139
IFN-γ,ILC2,+,3.4228,0.05782
IFN-γ,ILC2,+,3.4539,0.05413
IFN-γ,ILC2,+,3.4849,0.05037
IFN-γ,ILC2,+,3.516,0.0466
IFN-γ,ILC2,+,3.547,0.04285
IFN-γ,ILC2,+,3.5781,0.03917
IFN-γ,ILC2,+,3.6091,0.03559
IFN-γ,ILC2,+,3.6402,0.03214
IFN-γ,ILC2,+,3.6712,0.02886
IFN-γ,ILC2,+,3.7023,0.02575
IFN-γ,ILC2,+,3.7333,0.02284
IFN-γ,ILC2,+,3.7644,0.02014
IFN-γ,ILC2,+,3.7954,0.01765
IFN-γ,ILC2,+,3.8265,0.01537
IFN-γ,ILC2,+,3.8575,0.01331
IFN-γ,ILC2,+,3.8886,0.01146
IFN-γ,ILC2,+,3.9196,0.0098
IFN-γ,ILC2,+,3.9507,0.00834
IFN-γ,ILC2,+,3.9817,0.00705
IFN-γ,ILC2,+,4.0128,0.00592
IFN-γ,ILC2,+,4.0438,0.00494
IFN-γ,ILC2,+,4.0749,0.0041
IFN-γ,ILC2,+,4.1059,0.00339
IFN-γ,ILC2,+,4.137,0.00278
IFN-γ,ILC2,+,4.168,0.00226
IFN-γ,ILC2,+,4.1991,0.00184
IFN-γ,ILC2,+,4.2301,0.00148
IFN-γ,ILC2,+,4.2612,0.00118
IFN-γ,ILC2,+,4.2922,0.00094
IFN-γ,ILC2,+,4.3233,0.00075
IFN-γ,ILC2,+,4.3543,0.00059
IFN-γ,ILC2,+,4.3854,0.00046
IFN-γ,ILC2,+,4.4164,0.00036
IFN-γ,ILC2,+,4.4475,0.00027
IFN-γ,ILC2,+,4.4785,0.00021
IFN-γ,ILC2,+,4.5096,0.00016
IFN-γ,ILC2,+,4.5406,0.00012
IFN-γ,ILC2,+,4.5717,9e-05
IFN-γ,ILC2,+,4.6027,7e-05
IFN-γ,ILC2,+,4.6338,5e-05
IFN-γ,ILC2,+,4.6648,4e-05
IFN-γ,ILC2,+,4.6959,3e-05
IFN-γ,ILC2,+,4.7269,2e-05
IFN-γ,ILC2,+,4.758,1e-05
IFN-γ,ILC2,+,4.789,1e-05
IFN-γ,ILC2,+,4.8201,1e-05
IFN-γ,ILC2,+,4.8511,1e-05
IFN-γ,ILC2,+,4.8822,0.0
IFN-γ,ILC2,+,4.9132,0.0
IFN-γ,ILC2,+,4.9443,0.0
IFN-γ,ILC2,+,4.9753,0.0
IFN-γ,ILC2,+,5.0064,0.0
IFN-γ,ILC2,+,5.0374,0.0
IFN-γ,ILC2,+,5.0685,0.0
IFN-γ,ILC2,+,5.0995,0.0
IFN-γ,ILC2,+,5.1306,0.0
IFN-γ,ILC2,+,5.1616,0.0
IFN-γ,ILC2,+,5.1927,0.0
IFN-γ,ILC2,+,5.2237,0.0
IFN-γ,ILC2,+,5.2548,0.0
IFN-γ,ILC2,+,5.2858,0.0
IFN-γ,ILC2,+,5.3169,0.0
IFN-γ,ILC2,+,5.3479,0.0
IFN-γ,ILC2,+,5.379,0.0
IFN-γ,ILC2,+,5.41,0.0
IFN-γ,ILC2,+,5.4411,0.0
IFN-γ,ILC2,+,5.4721,0.0
IFN-γ,ILC2,+,5.5032,0.0
IFN-γ,ILC2,+,5.5342,0.0
IFN-γ,ILC2,+,5.5653,0.0
IFN-γ,ILC2,+,5.5963,0.0
IFN-γ,ILC2,+,5.6274,0.0
IFN-γ,ILC2,+,5.6584,0.0
IFN-γ,ILC2,+,5.6895,0.0
IFN-γ,ILC2,+,5.7205,0.0
IFN-γ,ILC2,+,5.7516,0.0
IFN-γ,ILC2,+,5.7826,0.0
IFN-γ,ILC2,+,5.8137,0.0
IFN-γ,ILC2,+,5.8447,0.0
IFN-γ,ILC2,+,5.8758,0.0
IFN-γ,ILC2,+,5.9068,0.0
IFN-γ,ILC2,+,5.9379,0.0
IFN-γ,ILC2,+,5.9689,0.0
IFN-γ,ILC2,+,6.0,0.0
IFN-γ,cILC1,−,-0.8,0.0
IFN-γ,cILC1,−,-0.7689,0.0
IFN-γ,cILC1,−,-0.7379,0.0
IFN-γ,cILC1,−,-0.7068,0.0
IFN-γ,cILC1,−,-0.6758,0.0
IFN-γ,cILC1,−,-0.6447,0.0
IFN-γ,cILC1,−,-0.6137,0.0
IFN-γ,cILC1,−,-0.5826,0.0
IFN-γ,cILC1,−,-0.5516,0.0
IFN-γ,cILC1,−,-0.5205,0.0
IFN-γ,cILC1,−,-0.4895,0.0
IFN-γ,cILC1,−,-0.4584,0.0
IFN-γ,cILC1,−,-0.4274,0.0
IFN-γ,cILC1,−,-0.3963,0.0
IFN-γ,cILC1,−,-0.3653,0.0
IFN-γ,cILC1,−,-0.3342,0.0
IFN-γ,cILC1,−,-0.3032,0.0
IFN-γ,cILC1,−,-0.2721,0.0
IFN-γ,cILC1,−,-0.2411,0.0
IFN-γ,cILC1,−,-0.21,0.0
IFN-γ,cILC1,−,-0.179,0.0
IFN-γ,cILC1,−,-0.1479,0.0
IFN-γ,cILC1,−,-0.1169,0.0
IFN-γ,cILC1,−,-0.0858,1e-05
IFN-γ,cILC1,−,-0.0548,1e-05
IFN-γ,cILC1,−,-0.0237,1e-05
IFN-γ,cILC1,−,0.0073,2e-05
IFN-γ,cILC1,−,0.0384,3e-05
IFN-γ,cILC1,−,0.0694,4e-05
IFN-γ,cILC1,−,0.1005,7e-05
IFN-γ,cILC1,−,0.1315,0.0001
IFN-γ,cILC1,−,0.1626,0.00015
IFN-γ,cILC1,−,0.1936,0.00022
IFN-γ,cILC1,−,0.2247,0.00034
IFN-γ,cILC1,−,0.2557,0.00051
IFN-γ,cILC1,−,0.2868,0.00078
IFN-γ,cILC1,−,0.3178,0.00118
IFN-γ,cILC1,−,0.3489,0.00178
IFN-γ,cILC1,−,0.3799,0.00266
IFN-γ,cILC1,−,0.411,0.00396
IFN-γ,cILC1,−,0.442,0.00584
IFN-γ,cILC1,−,0.4731,0.00853
IFN-γ,cILC1,−,0.5041,0.01231
IFN-γ,cILC1,−,0.5352,0.01756
IFN-γ,cILC1,−,0.5662,0.02472
IFN-γ,cILC1,−,0.5973,0.03433
IFN-γ,cILC1,−,0.6283,0.04701
IFN-γ,cILC1,−,0.6594,0.06345
IFN-γ,cILC1,−,0.6904,0.08438
IFN-γ,cILC1,−,0.7215,0.11052
IFN-γ,cILC1,−,0.7525,0.14256
IFN-γ,cILC1,−,0.7836,0.18105
IFN-γ,cILC1,−,0.8146,0.22636
IFN-γ,cILC1,−,0.8457,0.27859
IFN-γ,cILC1,−,0.8767,0.33748
IFN-γ,cILC1,−,0.9078,0.40238
IFN-γ,cILC1,−,0.9388,0.4722
IFN-γ,cILC1,−,0.9699,0.54539
IFN-γ,cILC1,−,1.0009,0.62001
IFN-γ,cILC1,−,1.032,0.69377
IFN-γ,cILC1,−,1.063,0.76417
IFN-γ,cILC1,−,1.0941,0.82866
IFN-γ,cILC1,−,1.1251,0.88477
IFN-γ,cILC1,−,1.1562,0.93032
IFN-γ,cILC1,−,1.1872,0.96355
IFN-γ,cILC1,−,1.2183,0.98331
IFN-γ,cILC1,−,1.2493,0.98907
IFN-γ,cILC1,−,1.2804,0.98101
IFN-γ,cILC1,−,1.3114,0.95999
IFN-γ,cILC1,−,1.3425,0.92745
IFN-γ,cILC1,−,1.3735,0.88529
IFN-γ,cILC1,−,1.4046,0.83573
IFN-γ,cILC1,−,1.4356,0.78112
IFN-γ,cILC1,−,1.4667,0.72378
IFN-γ,cILC1,−,1.4977,0.66587
IFN-γ,cILC1,−,1.5288,0.60923
IFN-γ,cILC1,−,1.5598,0.55533
IFN-γ,cILC1,−,1.5909,0.50524
IFN-γ,cILC1,−,1.6219,0.45961
IFN-γ,cILC1,−,1.653,0.41871
IFN-γ,cILC1,−,1.684,0.3825
IFN-γ,cILC1,−,1.7151,0.3507
IFN-γ,cILC1,−,1.7461,0.32283
IFN-γ,cILC1,−,1.7772,0.29835
IFN-γ,cILC1,−,1.8082,0.27667
IFN-γ,cILC1,−,1.8393,0.2572
IFN-γ,cILC1,−,1.8703,0.23945
IFN-γ,cILC1,−,1.9014,0.22299
IFN-γ,cILC1,−,1.9324,0.20746
IFN-γ,cILC1,−,1.9635,0.19263
IFN-γ,cILC1,−,1.9945,0.17832
IFN-γ,cILC1,−,2.0256,0.16444
IFN-γ,cILC1,−,2.0566,0.15097
IFN-γ,cILC1,−,2.0877,0.1379
IFN-γ,cILC1,−,2.1187,0.12527
IFN-γ,cILC1,−,2.1498,0.11314
IFN-γ,cILC1,−,2.1808,0.10157
IFN-γ,cILC1,−,2.2119,0.09061
IFN-γ,cILC1,−,2.2429,0.08033
IFN-γ,cILC1,−,2.274,0.07075
IFN-γ,cILC1,−,2.305,0.06191
IFN-γ,cILC1,−,2.3361,0.05382
IFN-γ,cILC1,−,2.3671,0.04647
IFN-γ,cILC1,−,2.3982,0.03987
IFN-γ,cILC1,−,2.4292,0.03397
IFN-γ,cILC1,−,2.4603,0.02876
IFN-γ,cILC1,−,2.4913,0.02418
IFN-γ,cILC1,−,2.5224,0.0202
IFN-γ,cILC1,−,2.5534,0.01676
IFN-γ,cILC1,−,2.5845,0.01382
IFN-γ,cILC1,−,2.6155,0.01131
IFN-γ,cILC1,−,2.6466,0.0092
IFN-γ,cILC1,−,2.6776,0.00743
IFN-γ,cILC1,−,2.7087,0.00596
IFN-γ,cILC1,−,2.7397,0.00475
IFN-γ,cILC1,−,2.7708,0.00377
IFN-γ,cILC1,−,2.8018,0.00296
IFN-γ,cILC1,−,2.8329,0.00231
IFN-γ,cILC1,−,2.8639,0.0018
IFN-γ,cILC1,−,2.895,0.00138
IFN-γ,cILC1,−,2.926,0.00106
IFN-γ,cILC1,−,2.9571,0.00081
IFN-γ,cILC1,−,2.9881,0.00061
IFN-γ,cILC1,−,3.0192,0.00046
IFN-γ,cILC1,−,3.0502,0.00034
IFN-γ,cILC1,−,3.0813,0.00025
IFN-γ,cILC1,−,3.1123,0.00019
IFN-γ,cILC1,−,3.1434,0.00014
IFN-γ,cILC1,−,3.1744,0.0001
IFN-γ,cILC1,−,3.2055,7e-05
IFN-γ,cILC1,−,3.2365,5e-05
IFN-γ,cILC1,−,3.2676,4e-05
IFN-γ,cILC1,−,3.2986,3e-05
IFN-γ,cILC1,−,3.3297,2e-05
IFN-γ,cILC1,−,3.3607,1e-05
IFN-γ,cILC1,−,3.3918,1e-05
IFN-γ,cILC1,−,3.4228,1e-05
IFN-γ,cILC1,−,3.4539,0.0
IFN-γ,cILC1,−,3.4849,0.0
IFN-γ,cILC1,−,3.516,0.0
IFN-γ,cILC1,−,3.547,0.0
IFN-γ,cILC1,−,3.5781,0.0
IFN-γ,cILC1,−,3.6091,0.0
IFN-γ,cILC1,−,3.6402,0.0
IFN-γ,cILC1,−,3.6712,0.0
IFN-γ,cILC1,−,3.7023,0.0
IFN-γ,cILC1,−,3.7333,0.0
IFN-γ,cILC1,−,3.7644,0.0
IFN-γ,cILC1,−,3.7954,0.0
IFN-γ,cILC1,−,3.8265,0.0
IFN-γ,cILC1,−,3.8575,0.0
IFN-γ,cILC1,−,3.8886,0.0
IFN-γ,cILC1,−,3.9196,0.0
IFN-γ,cILC1,−,3.9507,0.0
IFN-γ,cILC1,−,3.9817,0.0
IFN-γ,cILC1,−,4.0128,0.0
IFN-γ,cILC1,−,4.0438,0.0
IFN-γ,cILC1,−,4.0749,0.0
IFN-γ,cILC1,−,4.1059,0.0
IFN-γ,cILC1,−,4.137,0.0
IFN-γ,cILC1,−,4.168,0.0
IFN-γ,cILC1,−,4.1991,0.0
IFN-γ,cILC1,−,4.2301,0.0
IFN-γ,cILC1,−,4.2612,0.0
IFN-γ,cILC1,−,4.2922,0.0
IFN-γ,cILC1,−,4.3233,0.0
IFN-γ,cILC1,−,4.3543,0.0
IFN-γ,cILC1,−,4.3854,0.0
IFN-γ,cILC1,−,4.4164,0.0
IFN-γ,cILC1,−,4.4475,0.0
IFN-γ,cILC1,−,4.4785,0.0
IFN-γ,cILC1,−,4.5096,0.0
IFN-γ,cILC1,−,4.5406,0.0
IFN-γ,cILC1,−,4.5717,0.0
IFN-γ,cILC1,−,4.6027,0.0
IFN-γ,cILC1,−,4.6338,0.0
IFN-γ,cILC1,−,4.6648,0.0
IFN-γ,cILC1,−,4.6959,0.0
IFN-γ,cILC1,−,4.7269,0.0
IFN-γ,cILC1,−,4.758,0.0
IFN-γ,cILC1,−,4.789,0.0
IFN-γ,cILC1,−,4.8201,0.0
IFN-γ,cILC1,−,4.8511,0.0
IFN-γ,cILC1,−,4.8822,0.0
IFN-γ,cILC1,−,4.9132,0.0
IFN-γ,cILC1,−,4.9443,0.0
IFN-γ,cILC1,−,4.9753,0.0
IFN-γ,cILC1,−,5.0064,0.0
IFN-γ,cILC1,−,5.0374,0.0
IFN-γ,cILC1,−,5.0685,0.0
IFN-γ,cILC1,−,5.0995,0.0
IFN-γ,cILC1,−,5.1306,0.0
IFN-γ,cILC1,−,5.1616,0.0
IFN-γ,cILC1,−,5.1927,0.0
IFN-γ,cILC1,−,5.2237,0.0
IFN-γ,cILC1,−,5.2548,0.0
IFN-γ,cILC1,−,5.2858,0.0
IFN-γ,cILC1,−,5.3169,0.0
IFN-γ,cILC1,−,5.3479,0.0
IFN-γ,cILC1,−,5.379,0.0
IFN-γ,cILC1,−,5.41,0.0
IFN-γ,cILC1,−,5.4411,0.0
IFN-γ,cILC1,−,5.4721,0.0
IFN-γ,cILC1,−,5.5032,0.0
IFN-γ,cILC1,−,5.5342,0.0
IFN-γ,cILC1,−,5.5653,0.0
IFN-γ,cILC1,−,5.5963,0.0
IFN-γ,cILC1,−,5.6274,0.0
IFN-γ,cILC1,−,5.6584,0.0
IFN-γ,cILC1,−,5.6895,0.0
IFN-γ,cILC1,−,5.7205,0.0
IFN-γ,cILC1,−,5.7516,0.0
IFN-γ,cILC1,−,5.7826,0.0
IFN-γ,cILC1,−,5.8137,0.0
IFN-γ,cILC1,−,5.8447,0.0
IFN-γ,cILC1,−,5.8758,0.0
IFN-γ,cILC1,−,5.9068,0.0
IFN-γ,cILC1,−,5.9379,0.0
IFN-γ,cILC1,−,5.9689,0.0
IFN-γ,cILC1,−,6.0,0.0
IFN-γ,cILC1,+,-0.8,0.0
IFN-γ,cILC1,+,-0.7689,0.0
IFN-γ,cILC1,+,-0.7379,0.0
IFN-γ,cILC1,+,-0.7068,0.0
IFN-γ,cILC1,+,-0.6758,0.0
IFN-γ,cILC1,+,-0.6447,0.0
IFN-γ,cILC1,+,-0.6137,0.0
IFN-γ,cILC1,+,-0.5826,0.0
IFN-γ,cILC1,+,-0.5516,0.0
IFN-γ,cILC1,+,-0.5205,0.0
IFN-γ,cILC1,+,-0.4895,0.0
IFN-γ,cILC1,+,-0.4584,0.0
IFN-γ,cILC1,+,-0.4274,0.0
IFN-γ,cILC1,+,-0.3963,0.0
IFN-γ,cILC1,+,-0.3653,0.0
IFN-γ,cILC1,+,-0.3342,0.0
IFN-γ,cILC1,+,-0.3032,0.0
IFN-γ,cILC1,+,-0.2721,0.0
IFN-γ,cILC1,+,-0.2411,0.0
IFN-γ,cILC1,+,-0.21,0.0
IFN-γ,cILC1,+,-0.179,0.0
IFN-γ,cILC1,+,-0.1479,0.0
IFN-γ,cILC1,+,-0.1169,0.0
IFN-γ,cILC1,+,-0.0858,1e-05
IFN-γ,cILC1,+,-0.0548,1e-05
IFN-γ,cILC1,+,-0.0237,2e-05
IFN-γ,cILC1,+,0.0073,4e-05
IFN-γ,cILC1,+,0.0384,6e-05
IFN-γ,cILC1,+,0.0694,0.00011
IFN-γ,cILC1,+,0.1005,0.00019
IFN-γ,cILC1,+,0.1315,0.00031
IFN-γ,cILC1,+,0.1626,0.00052
IFN-γ,cILC1,+,0.1936,0.00084
IFN-γ,cILC1,+,0.2247,0.00134
IFN-γ,cILC1,+,0.2557,0.00211
IFN-γ,cILC1,+,0.2868,0.00327
IFN-γ,cILC1,+,0.3178,0.00497
IFN-γ,cILC1,+,0.3489,0.00744
IFN-γ,cILC1,+,0.3799,0.01094
IFN-γ,cILC1,+,0.411,0.01582
IFN-γ,cILC1,+,0.442,0.0225
IFN-γ,cILC1,+,0.4731,0.03147
IFN-γ,cILC1,+,0.5041,0.04328
IFN-γ,cILC1,+,0.5352,0.05855
IFN-γ,cILC1,+,0.5662,0.07788
IFN-γ,cILC1,+,0.5973,0.10189
IFN-γ,cILC1,+,0.6283,0.13107
IFN-γ,cILC1,+,0.6594,0.16582
IFN-γ,cILC1,+,0.6904,0.20631
IFN-γ,cILC1,+,0.7215,0.25242
IFN-γ,cILC1,+,0.7525,0.30372
IFN-γ,cILC1,+,0.7836,0.35938
IFN-γ,cILC1,+,0.8146,0.4182
IFN-γ,cILC1,+,0.8457,0.47858
IFN-γ,cILC1,+,0.8767,0.53862
IFN-γ,cILC1,+,0.9078,0.59616
IFN-γ,cILC1,+,0.9388,0.64895
IFN-γ,cILC1,+,0.9699,0.69475
IFN-γ,cILC1,+,1.0009,0.73155
IFN-γ,cILC1,+,1.032,0.75764
IFN-γ,cILC1,+,1.063,0.77183
IFN-γ,cILC1,+,1.0941,0.77348
IFN-γ,cILC1,+,1.1251,0.76261
IFN-γ,cILC1,+,1.1562,0.73986
IFN-γ,cILC1,+,1.1872,0.70646
IFN-γ,cILC1,+,1.2183,0.66414
IFN-γ,cILC1,+,1.2493,0.61497
IFN-γ,cILC1,+,1.2804,0.56125
IFN-γ,cILC1,+,1.3114,0.50531
IFN-γ,cILC1,+,1.3425,0.44936
IFN-γ,cILC1,+,1.3735,0.3954
IFN-γ,cILC1,+,1.4046,0.3451
IFN-γ,cILC1,+,1.4356,0.29973
IFN-γ,cILC1,+,1.4667,0.26017
IFN-γ,cILC1,+,1.4977,0.2269
IFN-γ,cILC1,+,1.5288,0.20003
IFN-γ,cILC1,+,1.5598,0.17937
IFN-γ,cILC1,+,1.5909,0.16451
IFN-γ,cILC1,+,1.6219,0.15483
IFN-γ,cILC1,+,1.653,0.14965
IFN-γ,cILC1,+,1.684,0.14821
IFN-γ,cILC1,+,1.7151,0.14975
IFN-γ,cILC1,+,1.7461,0.15355
IFN-γ,cILC1,+,1.7772,0.15893
